,date,userid,message
125,"September 24, 2002  1:57PM",jagboyxtype,"kdshapiro-you said ""i don't know what car you speced out but it's not my car. i don't deem a nav system a must on a fully loaded car. i am talking about leather, sport and most high end options. my 330i does not have sport, nav or xenon, but if i did it again, i might have gotten sport. to me it's fully loaded because there is nothing else i wanted and i belive the navs are the biggest waste of money anyway. if you want to split hairs and say fully loaded is every available option, that's your call.""that's exactly what i was trying to prove about the x-type in its tests.  take, for instance, the road&track 11 car comparo.  the x-type had every option available including the unnecessary navigation system and other equipment that the majority of other cars did not have.  it has been that way in almost every comparison test: the editors choose a fully loaded (as in every single available option) x-type and then mark the car down for being expensive in comparison to competitors that are not fully loaded.you are totally correct, no one ever totally and fully loads out their car with every available option, but the reviewers all do for the x-type in its comparison tests.  they don't for the other cars.  even that second-most-expensive-car in the test c320 sport was still not fully loaded, it didn't even have a cd player, as i mentioned before in my other message.  in the magazines, they depict the x-type as costing $46,000 all of the time.   a base x-type 2.5 with standard connoly leather, wood trim, and manual transmission can be had at $29,000.  make the car a 3.0 litre model, and you get everything in the base model plus standard indash cd player and other goodies, and your choice of manual or automatic transmission at no extra cost, for $35,000.  nicely equipped, a 2.5 is usually around $33,000.  a nicely equipped 3.0 is around $38,000.in my other message, i wasn't trying to talk about your car.  i was using the 3-series as an example of how in the tests they'll get a nicely equipped one at $39,000 - $40,000, but that the car's fully loaded price is $45,000, just as they only showed the x-type's fully loaded price of about $46,000, when one that is nicely equipped is between $38,000 - $40,000 just like the other cars."
126,"September 24, 2002  5:28PM",kdshapiro,okay i missed the point that particular car left nothing out in the options category. most people do not buy a car like that.
127,"September 24, 2002  7:35PM",riez,"jagboyxtype...  maybe we'll have something to discourse about when ford improves the future mondeo x-type such that it can actually be competitive against cars in its class.  as it stands, it just doesn't compete well as a serious all around sport sedan.  sure it has a big trunk, but it also has a cramped back seat.  but i don't buy a serious all around sport sedan based on interior or trunk space.  and sometimes a big trunk is offset by an odd shape and space-intruding hinges that limit useability over a smaller trunk that is nicely shaped with multi-link hinges.  (oops, think i meant to say when jag improves the future x-type.    )and i'll really, really start worrying about and paying attention to european magazine results when euro-spec cars are sold here.  but today i can not even buy them.  think you should keep in mind that they often have many differences with their american counterparts (e.g., safety equipment, engines--they love diesels, transmissions) and there are tons of marques in europe that are absent in america (alfa, fiat, lancia, seat, renault, peugeout, skoda, etc.)"
128,"September 25, 2002 12:58AM",jagboyxtype,"riez-you missed the target again.  the trunk space example was simply an example of how the points awarded to certain aspects of the cars in the tests do not tell the whole truth, as you misguidedly seem to believe.  the fact of the matter is that the x-type had more boot space than the other cars i mentioned, and it recieved less points than they did and in an unbalanced ratio, and that other scoring categories were similarly affected.  you also failed to notice the phrases ""for example"" and ""for instance"" leading into what i was saying in many cases if you believe that boot space was all that i was speaking about.  you said of the x-type's large boot ""and sometimes a big trunk is offset by an odd shape and space-intruding hinges that limit useability over a smaller trunk that is nicely shaped with multi-link hinges.""from this i can tell that you never actually take the time to examine a car for yourself before passing judgement on it, but instead rely completely upon little comparison test articles and your own assumptions, as the x-type does have multi-link boot hinges as opposed to the swan-neck hinges on such cars as the xj8 and es300, ect. that you assumed it had, and then stated it had as if it were a fact.  but what can i expect from someone who finds himself clever at falsely mistaking a car for one with which it shares a few parts that cannot even be seen?and on that topic, in the global car world of today, every car shares parts with another or many others.  *for example* (<--if you miss it this time, i don't know what to do), bmw uses general motors-sourced automatic transmissions and parts are shared with mini.  volkswagen and audi, seat, skoda, porsche, bentley, lamborghini, and bugatti all share many <i>many parts.  daimlerchrysler and mercedes-benz share some parts now too, as well as sharing parts with hyundai and mitsubishi.  making fun of that seems, well, kind of pathetic - unless you have a weird sense of humor.  they share parts; yeah - so what?  it's not really relevant.and as i noted about reviews and comparisons from other countries, the cars do have some differences from u.s.-spec cars (as you and i had noted that engines can be different, etc.) but a general idea of the car can be had from those tests - as i had also said before in my other message.  quite often, those tests even use the versions of the cars equipped with engines that are sold with them in the u.s., as we generally have the larger versions of the engines available to us.  if it's a diesel-engine test, they usually also have the whole test based upon that fact and will call it a ""diesel showdown!"" or something else to that same effect.  again (for now the second time), you cannot simply invalidate a test because it was not conducted in america.  the cars we are disputing are not even built in america.  and many times, the versions of the cars used in the tests are for the most part equivalent to their u.s.-spec versions. alpha romeos, fiats, renaults, and vauxhalls are not sold in america, and thus i understand saying that for use in america, their tests would be for the most part inconcequential; but audis, jaguars, bmws, and mercedes are all sold in the u.s. as well as foreign countries, and those foreign versions of the cars have little difference from their u.s.-spec versions as far as any test categories can gauge.  they never crash-test the cars in these comparisons, and as c. van tune pointed out in the abc article about how reviewers are ""fed and fueled"" by certain car manufacturers, safety isn't an exciting enough category for these tests, so to those reviewers who write about them, it is irrelevant.  safety equipment is usually the primary difference between u.s.-spec and foreign versions of the same cars, but that's not going to show-up in one of these car comparisons because they are not comprehensive enough at all to measure such things.  yet it's not just foreign articles that you are saying are invalid, though.  you are just choosing the ones that back your arguement to the slightest degree, which again just a display of your ignorance.as well as the boot-hinge thing that you got wrong (remember, x-type has the multi-link hinges with auto-opening gas struts, not swan-neck hinges), you also said that it had a cramped rear seat in comparison to its competators.  in comparison to a long-wheelbase maybach, it is cramped, yes.  however, it has one of the larger rear seats in its class.  not only is it larger than the bmw 3-series' rear seat as well as the is300's and a4's, but it is also larger than the midsize 5-series' rear seat (but i'll admit not by that much compared to the 5).  in posts in other sections of the town hall, you defend how large the 5-series' rear seat is and how comfortable it is for adult passengers as far as roominess goes, why do you call the x-type's rear seat - which is even larger than the 5's - ""cramped"".  is this yet another assumption that you made about the x-type?by now i am sure that you have noticed that i have continually refered to things in this message that i have already spoken about in my other two posts addressed to you a few messages back.  i'm wondering if you really even read them since your arguements are always the same, and now you're even making outright assumptions.  no matter what i say and no matter how many facts i back my statements with, you seem to have your eyes closed to them and don't even take them into account.  not only that, but your statements are generally incorrect and your assumptions don't even touch on facts or reality.and i'd say the best selling jaguar in history is competative when it makes up 56.7% of jaguar's u.s. sales and holds an astonishing 66% of the entry-level to mid luxury segment in europe, as well as over 70% of jaguar's sales in its third largest market, italy.  was your statement about being competative just another assumption on your part?maybe we'll actually have a discussion when you start taking note of what's actually going on with the car and stop making assumptions and false remarks.  good day."
129,"September 25, 2002  6:27AM",merc1,"ok, i read all that.  so i'm supposed to believe jaguar's claim over what every other brand claims right?   until i see an independent test of all of the cars in this class structural rigidity, i'll go by what feels the most solid, and it isn't the jaguar x-type.  so we disagree there.   secondly, everyone knows full well that the c-class is not on the same plane with the 330i and is300 when it comes to being ""sporty"".   to impress me you'd have to beat those cars at all the track tests.  beating a c320 at the track isn't hard, the is300 and 330i rule there.   that acceleration test will never count in my book because of the trans difference.   i'm not saying the comparison as a whole was not valid, but i still maintain that they picked the areas in which the x-type would winout.   and lastly the x-type has been ranked below the c in every other comparo done.    if it were such a slaughter i'd think it would win some test over here too. m"
130,"September 25, 2002 12:40PM",riez,"jagboyxtype...  you should have more carefully read my post.  did i specifically mention the x-type trunk (boot)?  no, i was discussing trunks in general.  and did you notice how i was careful to say that neither trunk space nor rear-seat space should have much, if any bearing, when it comes to comparing serious all around sport sedans?  do you harp on such little things regarding the x-type becasue it does so poorly in the performance realm when tested against its competitors?  when you get creamed on the track and street, talk about the trunk?i don't care about sales figures.  what do they prove?  if we used that we'd all be driving a camry or accord 4-cyl sedan!as for euro-land market, keep in mind two huge facts.  currently about 40 percent of the cars sold there are diesels.  the ""hottest"" bmw is the 330id.  can i buy that in usa?  no!  and that over 80 percent of the cars sold there are manual transmission.  how many manual transmission diesel sedans, coupes, convertibles, etc. are sold in usa?  be willing to bet the figure is about zero.  ford europe and jag are rushing to get diesels into their euro-products."
131,"September 26, 2002  2:24AM",jagboyxtype,"riez-again my point was that the boot space example was an example of how the points awarded in such comparison tests do not give real data.  points and scores are skewed - or whatever adjective you would use to describe awarding more space with less points in a category that is all about having more space.""and did you notice how i was careful to say that neither trunk space nor rear-seat space should have much, if any bearing, when it comes to comparing serious all around sport sedans?""yes, i did catch that phrase the first time i read it.  however, your argument against the x-type in you message before the last was that it had a cramped rear seat and had swan-neck boot-lid hinges - both statements that were false.  and now your latest statement that you did not name the x-type directly when speaking of such things as boot-space and rear-seat room really is a weak cover-up.you stated: ""maybe we'll have something to discourse about when ford improves the future mondeo x-type such that it can actually be competitive against cars in its class. as it stands, it just doesn't compete well as a serious all around sport sedan. sure it has a big trunk, but it also has a cramped back seat. but i don't buy a serious all around sport sedan based on interior or trunk space. and sometimes a big trunk is offset by an odd shape and space-intruding hinges that limit usability over a smaller trunk that is nicely shaped with multilink hinges. (oops, think i meant to say when jag improves the future x-type.""your argument was that you do not consider rear-seat room or trunk space when it comes to sport-sedans because those are two areas in which the x-type excels.  if it had a small boot and a cramped back seat, then you would be attacking the car for those two points!  then, to further attempt to deride the x-type, you state that large boots, such as the x-type has, often have space-intruding swan-neck hinges and odd opening shapes.  of course you did not have to ""name"" the x-type when making such statements - you implied it and did indeed name the car with the word, ""it"".  why even mention space-intruding hinges if the x-type does not have them?  also, paragraphically, your topic was about the x-type, and as those areas were spoken about there, they are directly linked to the x-type.  however, your arguments were wrong, and to counter my catching of them being wrong, you are now stating that you were not speaking of the x-type - a weak argument.  ""i don't care about sales figures. what do they prove?""you constantly say that the x-type does not compete well against its competators.  sales figures and how much of the car's manufacturer's sales the car makes are a direct indication of how well the car competes.  if the car did not compete well, then it would in turn have low sales figures and most probably not make up much of its manufacturer's sales.  the camry and accord 4-cylinder are not in the entry-level sport sedan class.  however, in their own class, it is generally accepted that they are very good cars.  also, the ratio of new buyers of a new addition to an established market segment is an indication of how well the car competes, and over 90% of x-type buyers are new customers to jaguar.  that means that it is taking sales from competators that compete in that market segment - thus it is competing very well.if you have not gotten the fact that there are european comparison tests of cars that are sold here in slightly different forms but with the same engines as u.s.-spec versions, then it is just a show of your unwillingness to be reasonable to any degree.  i have stated that those cars are not exact doubles of their u.s. versions, but the ones outfitted with gasoline engines that are available in the u.s. and other such options are so much like their american versions that a comparison test is not going to be able to differentiate the two.  if there are differences measurable by the tests, then you can take them into account.  however, to invalidate the entire test is ignorant and unreasonable.""do you harp on such little things regarding the x-type becasue it does so poorly in the performance realm when tested against its competitors?""no, i ""harp"" on such little things because you bring them up by making false assumptions which you present as if they were facts.  again, i used those ""little"" subjects as examples to prove my points because facts are a necessity in presenting the truth.  you are the one who decided to ""harp"" on my examples.also, as i have stated and continue to have to remind you, the x-type does not get beaten in the performance realm against competators.  examples: the x-type completely won an all-out performance test against the competing model from mercedes-benz, the c320 sport.  it is a competing car.  then, your so-very-important road&track even states: ""in acceleration, the 3.0 x-type is among the quickest.  accompanied by a nice-but-distance exhaust note, the jag goes from 0-60 mph in 6.5 seconds, undercutting the boy-racer lexus is 300's and audi a4's 7.1, mercedes-benz c320's 6.8 sec. and matching the bwm 330i's time.  and remember the x-type, like the quattro, loses a tick off the line, because of a no-wheel spin launch with all-wheel-drive"".  according to your precious magazines, it also out brakes the porsche 911 gt2 from 80 mph and stops just 2 feet shorter than the 911 gt2 from 60 mph.  that is real performance and if you try to argue that down, i believe i could safely say that it is a sign of a delusional mind.perhaps you should stop simply reading my posts, but should actually begin synthesising the data as well.  i'm having a hard time responding to much of the outrageously false statements you've made thus far.you did get one thing right though.  jaguar is getting diesel engines ready for the european market as they do make up for much of a manufacturer's sales there.  that was a weak point for the x-type: it had no diesels to compete against the 330d etc. with the high gasoline prices in europe.  rest assured that when the engines are available, the x-type will compete even better than it already does so well.  and when i'm on the track, i'll remember to mention my car's boot to the porsche that i out-brake and to the is 300, a4, c320 that i out accelerate and the bmw driver that i'm dead-locked with.  even road&track took note of that."
132,"September 26, 2002  2:41AM",jagboyxtype,"merc1-other marques are not claiming that they have more rigid structures than the x-type has because they do not.  you say that you'll go by what you feel feels more solid, however, i could just say that the x-type feels more solid to me and say that the discussion is over.  either way, we cannot do that.  autoweek had the measurements for structure rigidity in their article, and i even quoted them a little way back.  they also noted that the x-type's structure is 30% more rigid than the previous class leader's.  that means that the previous class leader no longer has the class-leading structure in rigidity because the x-type, now the class leader in structural rigidity, beats it by 30%.  you are just choosing not to accept a fact.as for the x v. c article, you say that they chose to test in areas where the x-type would win, but then wouldn't other car media groups just be choosing areas in which the 330i wins?  the same can be said about any comparison.  look at what is said in these articles, point-wise, the c-class may win, however, in actual measurements, the x-type beats it.  take for instance what road&track said about acceleration, which i quoted above in my message to riez.oh well, we don't agree on this one.  at least you have an open mind enough to at least read the articles, etc.  whether you choose to believe what is said is you choice.  have a nice day."
133,"September 26, 2002  3:55PM",ccotenj,thirty percent more rigid?????   ummmmmmm....   -chris
134,"September 26, 2002  9:56PM",wishnhigh1,"considering most manufacturers make improvements in rigidity on the scale of 50 to 100 percent, when they do a platform update, 30% sounds at least a little reasonable. lets get pluskin in here, he should know, and if not, he should be able to find out. i would trust him more than any hear-say in this forum."
135,"September 26, 2002 10:18PM",jlan,"betcha can't get a jag, bmw or audi with a thong holder! ;-)"
136,"September 26, 2002 11:01PM",ccotenj,"i haven't heard from pluskin in awhile...they double their rigidity with every platform update...  since it's you telling me, i believe you, but that kinda boggles the mind...  one would think there's a point where you can't go beyond?-chris"
137,"September 27, 2002 12:02AM",diploid,omg...you guys actually read through all that...
138,"September 27, 2002  4:51AM",merc1,"how ironic the one car they couldn't have known about yet was the a4, it came out after the jag by a few months.   if the bmw 330i was the class leader don't you think the new a4 surpassed it too, landing it squarely at the jag's level or beyond?  ""as for the x v. c article, you say that they chose to test in areas where the x-type would win, but then wouldn't other car media groups just be choosing areas in which the 330i wins?""i agree there, we've had this conversation before.  car and driver is most guilty of this. agreed. their last comparo was seemingly decided on how the 330i handled mountain roads, something most people don't drive on.   in my opinion road and track conducts about the fairest comparos. i always willing to read and listen hence our actual debating and not outright arguing. that said, it's been another fun one. m"
139,"September 27, 2002  6:49AM",jagboyxtype,"i know that the a4 is 40% more rigid than the previous a4, but i don't know what its actual measurements are.  it being more rigid than the x-type has not been mentioned in any reviews that i have seen as of yet, so i cannot say that the car is more rigid than the x's structure.  in many reviews, the editors have stated that the x-type's structure is the class leader in measured rigidity, and as many reviews have concluded this, i accept the fact.  if the measurements of the a4's rigidity came out and proved to be higher than the x-type's, then i would accept that, however, at this moment, the x-type is known as the most rigid car in its class.this is not to say that the a4 has not surpassed the 3-series in rigidity or possibly the x-type, or to say that the car or any of the cars in this class are lacking in structural rigidity; it is simply to say that with the information available, all current measurements have proven the x-type to be the most rigid to this day.""i always willing to read and listen hence our actual debating and not outright arguing.""yes, thank you for being that way.  it makes discussion so much more pleasant when two people can actually debate without losing total respect for each other and resorting to primitive argumentative states.  you always review the information presented and can thus make valid statements.  as you said, it's been another fun one.  keeping open minds makes life so much more enjoyable.btw - have you read about the recall on the g35?"
140,"September 27, 2002 10:05AM",merc1,"well until either of us run across the a4's chassis figures i guess neither of us can say anything either way huh?   i'm a gambler and i'm betting the a4 is stiffer, plus that that was only review of the x-type's structure i don't recall reading that it has the stiffest structure by any publications on this side of the pond, other than autoweek.  i haven't read anything about the g35, i simply don't like the car.  m"
141,"September 27, 2002 12:35PM",ccotenj,"lol...  yea, i was bored...  -chris"
142,"September 28, 2002  2:01AM",linard,"well, in any case, we don't know the exact figures for any of the cars in quantitative terms so we cannot make a complete judgement.  however, what i can judge with relative certainty are the crash test results for the x type, 3 series, c class and various other models which is related to structural stiffness and design.  from these results http://www.hwysafety.org/vehicle_ratings/ce/html/summary_midlux.htm and http://euroncap.com/ratings.php3?id=large_family_cars&order=1 i am pretty certain that the c class has the best designed structure in it's class with the jag being behind the 3 series and the a4.  the c class was one of only 2 cars in the euroncap test to get a full 5 star rating and the c class is the highest rated midsize luxury car according the insurance institute.  the intrusion and deformation ratings are as follows...http://www.hwysafety.org/vehicle_ratings/ce/html/grey_midlux.htm anyway, if i had a choice on any of these cars, i'd save up my money and get an e class, but that's my personal opinion..."
143,"September 28, 2002  2:19AM",cybersol,"actually, stiffness mainly determines how much a cars twists during quick handling maneuvers.whereas, occupant protection arises from engineering to divert kinetic energy from the crash into crumple zones and away from the main passenger cabin.  the challenge is actually to get the stiff but crushable compromise correct.so stiffness equals good handling more than occupant protection."
144,"September 28, 2002  6:14AM",jagboyxtype,"actually, this isn't the x-type we have here in the u.s.
this is the x-type section of the car crash test above:http://euroncap.com/details.php3?id=car_117_2002take note that this is the ""jaguar x-type 2.0 lhd"" marked under the ""make, model and hand of drive"" portion of the chart at the bottom of the page.  the x-type 2.0 is the low-end europe-only version of the car that lacks the extra driveshaft that the 2.5 and 3.0 litre models have that are sold globally (as well as the driveshaft that is found in the 3-series and c-class).  thus, its crash tests produce weaker results than the 2.5 and 3.0 versions, and 3-series and c-class, because 2.0 is a fwd car with no longitudal driveshaft that is found in awd (x-type) and rwd (c-class, 3-series) cars.check out this site:http://www.hwysafety.org/vehicle_ratings/ce/html/0210.htmit notes that the x-type underwent structural changes after december 2001 but does not say if that was a version-specific change (which i discovered it was).  a letter to consumer reports aided research, and their reply was as follows:""we spoke with jna (jaguar north america) on this question and they explained that the jaguar x-type was originally introduced in europe as a 2.0 litre fwd (front wheel drive) model. the only models sold in the u.s. are 2.5 and 3.0 liter awd versions.... that achieve better frontal crash test results than the fwd european model due to a prop shaft that runs the length of the car from front to rear. the prop to the rear supplies power to the rear wheels as well as the front, which accounts for the awd traction... the modifications made and referred to in iihs's report on x-types (made) after december 2001 were actually modifications made to fwd european models and are not applicable to the u.s. awd models.""(thanks ""jagdude"" and consumer reports for this information).also note that the reason why the c-class recieved a 5-star rating in the european test over the 4-star rating that all of the others in this class recieved was because it was the only car that had a flashing light that lit-up a sign reading the equivalent of ""fasten your seatbelt"" on its dash, which is to become a standard feature in europe in the future(?).  it would have recieved that same 4-star rating had it not had the light.  this is straight off the site:""extra points awarded for the way that the c-class reminds its passengers to buckle their seat belts have now made it the second car ever to gain a five-star crash protection rating. results for the c-class were published last year and it achieved four stars. but euro ncap has since changed its scoring system to encourage car makers to fit seat-belt warnings.""all in all, i'd feel very safe in any one of the cars in this class, and i do feel safe being in one of them.  stay safe everyone."
145,"September 29, 2002  5:58PM",linard,"i honestly cannot remember a car i've been in that hasn't had a seatbelt warning light.  our 87 mercedes 420 sel had it and my 99 honda prelude has it.  maybe this is due to european influence as the focus (originally introduced and designed in europe) has an obnoxious system that beeps and chimes if the driver does not fasten within an allotted amount of time and other cars i've been in have ""sensed"" the weight of a passenger and have flashed the seatbelt light as well (i believe the landcruiser does this).  however, as the seatbelt usage stats are dropping in the us, maybe this is a good idea after all.  i can personally attest my safety and my mother's life to seatbelts.btw jagboy, the euroncap x-type was a 2002 and it stated that the fwd 2.0 was released march of that year which is supported by both car and top gear magazines (british publications).  in addition, i am relatively certain that the x-type was introduced as an awd model to differentiate it from the mondeo and to keep it from alienating jag owners who may have cringed at the thought of a fwd jag (this is from a car article soon before the x-type itself was introduced in may of 2001).  however, as the base 2.5 is an already relatively expensive car and does not fare well against a c180 or 318i in terms of value, jag decided to introduce the fwd 2.0 with a stick as standard. from what i understand, the driveshaft does assist in distributing the crash impact rearward, however, the larger engine block of the 3.0 tends to push rearward earlier in an accident than the smaller block of the 2.0 with it's fewer driveline components (obviously as it is fwd) so the crumple zones of the 2.0 have more room to crumple.  i believe this is the reason why mercedes decided to replace the 3.2 inline 6 of the e class with the smaller block of the 3.2 v6 in 99 and the difference in crash test scores between a 97 and a 00 are pretty significant although i'm not sure if mercedes conducted any significant changes to the structure since they lowered the hood by an inch."
146,"October  1, 2002  4:28AM",jagboyxtype,"yes, my x-type also has a seatbelt warning light in the dash.  most all cars do.  in addition, it chimes at you when you do not have your seatbelt on, and it has sensors in the seats that measure how much the occupant of the seat weighs and more sensors determine how far the occupants are from the dash and steering wheel so that it can calculate how much force to use when firing airbags in the event of a collision.  a small amber light in the corner of the wood veneer on the passenger's side lights up and displays whether the occupant there weighs enough for the airbag to be automatically turned on or off, and the seats automatically also turn off the airbags if a baby or childseat is detected.
the warning system in the mercedes c-class in that test was a different light from the ones we have in our cars here.  notice that the c-class  had scored a 4-star rating in the test just as all of the other cars in that class did, but because of the addition of another light that said ""put on your seatbelt"", the car's score was later changed to a 5 to promote more lights that say ""put on your seatbelt"" to be used in other cars.  i'm not saying that the c does not deserve a high rating in crash tests, but its additional star over the other cars in its class is simply because it has an additional light that tells passengers to wear their seatbelts on top of the light on the dash that says to wear your seatbelt.  it is not necessarily safer than the other cars because of that light, and so i do not believe that it should have gotten an entire extra star for a light.you are also wrong about the 3.0 jaguar engine ""pushing"" into the cabin in a crash before the 2.5 and 2.0 because they are the same engine blocks but the 3.0 has been drilled-out more to be larger.  also, the engines do not enter the cabins at any time in a crash because the x-type is designed to ""drop"" its engine when it is in a severe frontal crash.  most modern cars do this.  x-type's engines are also mounted horizonatally, so they are not taking up a terrible amount of longitudal space in the engine bay, thus the chances of them penetrating the passenger cabin is slim in comparison to longitudally oriented engines.  again, however, the x-type drops its engine when it has a severe frontal crash, so it never enters the passenger compartment no matter what engine size is used.  the argument that a 2.0 fwd x-type would be safer than an awd larger displacement version is null and void, because the engine does not enter the cabin at any time during any impact.you really should read the bottom chart of the euroncap page for the x-type:http://euroncap.com/details.php3?id=car_117_2002it specifically states that the car is: ""jaguar x-type 2.0 lhd.  only the fwd x-type is built with the 2.0-litre engine, which again is the same engine block as the 2.5 and 3.0, but not drilled-out as much.  all other x-types are built in awd configuration.  the awd driveshaft of the awd x-types aid in collisions v. the fwd version that is sold alongside them in europe against 318 and c180.mercedes-benz decided to changed to a v6 from an i6 because they lowered the bonnet of the e-class between those configurations and could not fit the i-6 under the lowered bonnet, as well as because it may have cost less to produce and it could be used in more vahicles as it had better packaging.  that is also the reason for the discontinuation of the e300 diesel, as the diesel engine could not fit under the lowered bonnet that was used when the v6 was introduced (that and because the e300 did not sell well here).  the e-class should have been designed to drop its engine in a crash as well.  i've not heard of a modern car being designed so that its engine penetrates the passenger compartment in a collision."
147,"October  1, 2002 11:37PM",linard,"while the c-class did gain an extra star because ncap changed it's guidelines earlier this year on performance in crashes and safety features provided, the c class did earn it's full 5 stars as it's a very well designed car collision-wise, when i can find the article in which ncap justified giving the c class an extra star b/c of it's overall performance, i'll paste the link.  as the pre 2003 e class also includes this seatbelt light, your logic would conclude that it too, should receive 5 stars from it's previous 4 when it doesn't.  the fact that car engines are not designed to go into the passenger compartment is obvious, what isn't as obvious is while the x-type is designed to, as you describe, drop it's engine and driveline components, they will always ""push"" into the compartment as evidenced by the insurance institute's listing of the crash details in which the x-type exhibited moderate footwell intrusion, between 8 to 12 cm.  the best rated c class, on the other hand, had intrusion measures of 2 to 3 cm.  engineers are constantly trying to limit this phenomenon.  while i don't doubt the driveshaft aids in crash test scores, i wasn't trying to prove one way or another, i was speculating on a possible alternative.  and while i may be wrong on the engine block of the 2.0 being different from the 2.5 and the 3.0, i am certain that the e class' hood and front fender structures were lowered as a result of the new engine's newfound underhood space, and not due to the new engines being introduced b/c of the lowered hoodline.  this is evidenced by the 99 e320 having the v6 with the prefacelifted hoodline.  the discontinuation of the e300 in the u.ss was caused by the low demand for that particular car and b/c of the structural change.  however, that never meant that mercedes dropped diesels from it's complete linup, in fact, europe still has the option of a few remarkable diesel e class engines which mercedes could have introduced here along with the redesigned 2000 e class."
148,"October  2, 2002  5:17AM",merc1,"speaking of mercedes and safety.  i think this wrecked s430 says it all:
http://germancarfans.zeroforum.com/zerothread?id=1698m"
149,"October  2, 2002  5:18AM",merc1,note how the cabin is completely in tact.  amazing. m
150,"October  2, 2002  7:33AM",wishnhigh1,"i have seen 3 mercedes cars in accidents where the cars were totalled, two of which were rollover accidents. one of the rollover accidents was an s430, and it had a mild cabin protrusion, but nothing serious. the cabin was in perfect shape basically. the other was i believe a 600sel. this one was extremely important because even though this car had pillarless windows, the roof of the car did not cave in at all, even though the car came to a rest upside down. the guy was still in the car at the time, and he was hanging upside down, with no visual bruises, and a few minor cuts from broken glass. the third accident was an e320 which was involved in a head on collision with a camaro, who was racing another camaro on a 2 lane road. i didnt see the drivers, but i saw the car as it was being towed away, and again, no cabin protrusion at all. the car was completely destroyed up to the point where the footwell started. im generally dont praise late model mercedes', but i will always say glamorous things about them when it comes to safety. in my opinion, they are a few steps above volvo. they also have some of the strongest roof structures short of a 3"" thick roll bar."
151,"October  2, 2002 10:38AM",sphinx99,"i'll say it up front, i don't think edmunds does a consistent job on sedan reviews.  i understand the whole ""they're in bmw's payroll"" thing as well as the ""but we're not"" thing.  this month's letters to the editors & edmunds' responses make good points on both sides.unfortunately, edmunds does a fabulous job of putting numbers to their words that later can be dug up and compared.  i'm specifically looking at the entry level luxury sedan comparos - 2001 where a tl-s edged out a 330i, then 2002 where a 330i wiped the floor with the competition.  the idea (and some will agree while others disagree) is that the scores tended to deliberately put bmw above the acura.is this happening?  well, i decided to look at the numbers behind the comparisons to find out.  given identical cars, whereas the two were eventually matched on performance in 2001, now there is a 20 point spread between them in 2002.  what, acura got slower or bmw got faster?  given identical front seat comfort in 2001, now for 2002 bmw front seat comfort is tops while acura's is bottom.  did the seats actually change, or did the editors of the 2002 review have smaller rumps?not that only acura gets the shaft either.  in 2001 bmw got a higher ""feature content"" rating than the tl-s.  in 2002, a 330i with more features than the 2001 model only tied the feature content rating than a tl-s with the same features.  this in spite of the fact that features the 330i lacked in 2001 (dual zone climate control, indash cd changer) were simply left off the top 10 features list in 2002, leaving bmw as a vehicle that offers every top 10 feature as either standard or optional.basically, i like the prose of the articles and take away many good things from reading them.  when i look at the rankings, though, they seem to be statistically invalid; if, twelve months later, your opinions on identical seats can change that much, then how can you rank these cars based on 1% differences in the final rankings?in one of the comparos, it was stated that the margin for error was about 0.5%, and any two cars tallying numbers within .5% of each other would be considered tied.  i suggest increasing that buffer to 10% in order to account for the startling differences you find between two cars after just one year.until then, i'm going to stop reading into the numbers and ranking, and concentrate on the prose and photographs.  we spend a great deal of effort arguing here about which sedan came in #1 and which one came in #2.  if you look at the numbers used to actually rank these vehicles against each other, they fluctuate so wildly from one set of editors to another (you'd think that using a set of editors would even out the fluctuation) so as to make the ranking of these vehicles practically worthless.front seat comfort2001: acura 83, bmw 832002: bmw 9.2, acura 7.6rear seat comfort2001: bmw 74 acura 702002: acura 9.2 bmw 5.8conclusion: either bmw and acura received total redesigns in 2002 unbeknownst to all of us, or the editor butt-o-meter does not produce repeatable results."
152,"October  2, 2002  2:46PM",sweetjeldorado,"i was noticing how the hood ornament was still standing. :-)  anyhow, all i can say is that mercedes still rule in crashes.about seat comfort, my theory is seats are mass produce by suppliers and sometimes maybe precision of making the seats can run off track.  who knows.   probably the reason they were not as comfortable in acura in 2002 as was in 2001.  don't know how to go about that one.j ""caddylac"""
153,"October  2, 2002  3:18PM",merc1,"did you mean the 600sec coupe?  the reason i'm asking is because you said it had pillarless windows, the sedan (600sel) has pillars. m"
154,"October  2, 2002  7:34PM",wishnhigh1,"yeah, i know it was pillarless. i all could conclude for sure was that it was a v12 and it was a pillarless coupe. that v12 looks huge from underneath the car."
155,"October  2, 2002  8:25PM",linard,"i can personally vouch for the excellent performance of benzes in collisions, my mom had a gray market 1981 500 sl that was broadsided at a perfectly 90 degree angle to her car at 40 - 50 miles an hour.  she walked away with no serious injuries, just some muscle tension and whiplash.  the other car was totalled and although the side of the car was basically crushed in, the passenger compartment's space was maintained.  in addition, the door would still open and close normally and she was able to, amazingly, drive it home.  i remember how thick the doors on the ""dallas"" era sl's were, amazing...  took 30,000 to fix it and even then, it was never the same.  we also had a 1987 420 sel that was rear ended by a pontiac bonneville at approx 25 mph and the pontiac's front was pretty damaged to about the front wheels.  our benz, on the other hand, suffered little more than scrapes along the length of the bumper, but no structural damage, the bumper wasn't even displaced at all.  just wanted to share with everyone that, after those things happen to you, brand loyalty takes on a whole new meaning..."
