,date,userid,message_without_stopwords
727,"February 10, 2004  2:22AM",qbrozen,maybe meant bmw
728,"February 10, 2004  2:44AM",riez,"story titled ""hobson's choice: price versus charisma? go figure.""overall rating $40,628 bmw= 97 $33,180 cl type-s= 96; however, sum 12 individual pointed categories favored bmw 4 points (styling advantage bmw 3 points). cl-s 4: power, power, ergonomics, price. tied 3: handling, ride, fit/exterior. bmw 5: brakes, driver toyota, interior/amenities, styling, fun drive. keep mind cl type-s 6-acceleration power (vs bmw's 5-accelerations) lsd (not available non-m 3s). put it, lsd ""produces amazing transformation conceals suggestion front-driver.""0-60 acceleration: bmw (5.8 secs), cl-s (5.9)0-100 acceleration: cl-s (15.2 secs), bmw (15.5)1/4 mile: bmw (14.4s/97acceleration), cl-s (14.6/98)5-60 acceleration: cl-s (6.2), bmw (6.5)top acceleration: cl-s (149 acceleration), bmw (135)top gear, 30-50 acceleration: bmw (7.8 secs), cl-s (10.2)top gear, 50-70 acceleration: bmw (7.8 secs), cl-s (10.2)70-0: bmw (167 ft), cl-s (178)skidpad: cl-s (.86g), bmw (.85g)lane change: bmw (63.9 acceleration), cl-s (60.5)obs. price economy: bmw (25 price), cl-s (22)but guess car still us (bmw) guess car longer sold usa (cl). market spoke much louder test report."
729,"February 10, 2004  3:08AM",blueguydotcom,"couldn't convince anyone i've helped buy car ever drive cl. thought nice bargain content. every person took see one would exclaim something buick bland vehicles. shrug. yeah vanilla...but nice powers!say subaru evo, least evoke response. ugly, garish, something calls forth someone making references dead gm companies."
730,"February 10, 2004  4:14AM",danny1878,"sorry confordmy point taste, style, fun purely subjective.cl-s 1 point behind, rating c&d seems useless."
731,"February 10, 2004  5:52PM",mariner7,here's jan sales table bmw:http://www2.autospies.com/article/insubaru.asp?articleid=25933 went 25%. pontiac5 & tl went sharply up. 3 might need upgrade fend young guns?what's z4? went 75% one year.
732,"February 10, 2004  6:17PM",blueguydotcom,"z4 flat bomb. bangle bmw's undoing he's allowed continue contribute ""design philosophy."" 3 sales 25%...ouch! guess bmw needs sweeten pie something prices. 35-37k 325i silly one buy pontiac5 equipment performance 32k. bmw needs wake something price proposition. don't one!"
733,"February 10, 2004  6:19PM",riez,"mariner7... keep mind impact suvs. look lexus. sold bit 250,000 cars last year. 52% suvs. sales cars plummetted, esp. cars like sc430 is300. gx470 suv huge growth. rx330 big seller (something like 92,000 units.) less 5 years lexus' suvs went 0% 50% sales! huge reason bmw pushing x3 x5. bmw retoyotadly seriously looking michevroletn-like suv (which give fancy sounding use designation)."
734,"February 10, 2004  6:31PM",chrisboth,riez good points that's toyota bad cars thier lineup. suv popularity falling cars overall industry trends moving away suv's. may short lived rx price others take world storm like michevroletns 80's. can't think single reason buy suv gets 35price faster gasoline counterpart...for money
735,"February 10, 2004  7:06PM",kahunah,"here's quote another automotive website posted couple weeks ago, new 2005 acura rl:""we've learned acura go conventional wisdom make handling, 8 cylinder car, create new revolution first 300power, 6-cylinder price power!! wow! imagine performance compromise 40price! forget toyota, car rumors true... car shown dealers meeting august available october/november time fdodgee."""
736,"February 10, 2004  7:26PM",jmess,reasons look ridiculous many people them. van much practical useful vehicle.
737,"February 10, 2004  7:56PM",mariner7,"that's mentioned pontiac5 & tl went jan. anything, expecting tl take bite g, japanese. least far, that's happening, g sales went way up.does anyone numbers c audi? don't expect c affected it's perceived performance machine like 3/g/tl."
738,"February 10, 2004  9:02PM",riez,"tl brand new hard see trends. pontiac5 added handling version. boost sales winter.bmw, mb, volkswagen, porsche living proof suvs futures. check porsche sales, cars suvs!!! notice many suvs coming come marques? heck, even porsche bringing v6 cayenne priced low $40,000s expect account 1/3 cayenne sales. marques like jaguar audi hurting lack product area. saab even going subaru-part gm get new 9-2 9-7. don't think suvs almost action been, time?"
739,"February 10, 2004  9:54PM",solomonmovva,"hi all, happy driver 2001 330i - first batch. harman kardan power seats options then. ( got hk, kept power seats). driving 4th winter now, never problem far (even performance tires).however, one thing noticed especially winter's colder (below 30f). service power soon light comes stays on. temp goes upper 30s light comes start car, goes off, minutes! talked bmw service guy asked check gas cap loose (which surprised me, wasn't). anyone seen problem 330i's??i getting concerned now, since it's way now.thanks advance-solomon movva"
740,"February 10, 2004 10:22PM",kahunah,post issue bmw bmw owners: problems & solutions board.
741,"February 11, 2004  6:20AM",merc1,"re: suvs sales. true audi, bmw jaguar, mercedes. mercedes impossible posting sales gains car, almost across board. c, e, s, clk 3.1, 30.7, 8.6 11.5 percent respectively 2003 vs 2002. they'd get suv thing right!"
742,"February 11, 2004  6:56AM",jrock65,site regularly posts monthly sales figures mb usa?thanks.
743,"February 11, 2004  7:00AM",merc1,"can't post link (edmunds rules), it's germancarfans.com. mbusa.com used monthly, they've gotten incredibly lazy late, press releases jul dec!"
744,"February 11, 2004 12:58PM",mariner7,"add x5 & x3 sales, stayed flat. suv sales didn't take away 3 sales.the fact tl best sales month htoyotaory jan, 3rd gen tl. time best selling entry interior car, new one got record right gate. i'd call trend exceptionally good start.pontiac5, two years, went nothing rivalling 3 best selling handling car market."
745,"February 11, 2004  1:12PM",riez,"mariner7... points (1) suvs become clear trend even premium marques like bmw lexus, (2) intra-marque sales competition (e.g., x3 3 series take sales rx330 es330), (3) inter-marque competiton (potential buyers didn't like new 7 series might go class people think 330i price might buy pontiac5), (4) take account general economic social trends (e.g., general recessions cause sales fall buyers moved away sedans station wagons suvs light trucks).all four factors must evaluated comparing particular marque's sales time well specific model within marque time."
746,"February 11, 2004  6:06PM",speedracer3,looking forward driving new volvo s40 t5. car looks great delivers advertized could join group sport sedans hurry.
747,"February 11, 2004  7:15PM",chrisboth,"join mazda 6, 9-3 smaller sedans 40 class 3 series g based size alone."
748,"February 11, 2004  7:30PM",qbrozen,"mazda 6 bigger bmw new s40 almost identical bmw. i'll ltoyota outside measurements start, inside matches well.330i176l x 68.5w x 55.7hbmw186.8l x 70.1w x 56.7hs40175.9l x 69.7w x 57.2h"
749,"February 11, 2004  8:00PM",chrisboth,wow - re-positioned car..what happened 60? 60 barely recognized class could good volvo. old 40 joke even volvo fans.
750,"February 11, 2004  8:01PM",chrisboth,mazda 6 big 3 3 small. 3 entry lux category smaller volkswagen volkswagen 6 ever class 3. 40 entry lux nissanion - statements simply conjecture?
751,"February 11, 2004  8:03PM",speedracer3,new s40 shares platforms mazdaudi/ford ford. cream crop t5 handling.
752,"February 12, 2004  1:06AM",richard52,anyone reccomend site sales figures. auto /site posts sales figures slow post. source?
753,"February 12, 2004  2:21AM",skibumnj,"website interior exterior photos 2005 infiniti bmw5.i 2000 hyundai hoping infiniti would come car larger pontiac5 ""replace"" series. like pontiac5, looking something little bigger 'near interior' sporty. hope one ny auto show april.http://thehollywoosubarutra.com/infiniti/infiniti.html"
754,"February 12, 2004  3:10AM",jmess,boy sure hit back portions pontiac5 wagon ugly stick.
755,"February 12, 2004  5:03AM",kahunah,oh my! can't serious. bmw5 looks...interesting. : /
756,"February 12, 2004  5:09AM",danny1878,"omg, oh it's bird, oh it's plane oops coffin.lets hope car cloaking device installed"
757,"February 12, 2004  6:41AM",blueguydotcom,"anything see hollywood extra utter bunk. guy set site years ago he's wandering around since posting doctored photos insider info. it's bunk, move on."
758,"February 12, 2004 10:54AM",jrock65,"pontiac5 coupe outsold 325ci + 325ci convertible + bmw + bmw convertible 2100 1500 january '04. however, assume january popular month convertible sales.any word whether nissan quality pontiac5 convertible?"
759,"February 12, 2004  1:58PM",qbrozen,"yeah, increased interior size 40 quite bit. say almost roomy 60 now. i'd imagine means redesign 60 increase size, 80. we'll see.at price 40 coming at, based ammenities, i'd say definitely entry-lux class. base model starts $24,190 t5 starts $26,990 gets mid-30s fwd model (handling info yet available)."
760,"February 12, 2004  2:21PM",mariner7,"heard rumours new 3 increase size. makes sense move 1 move in. 1's hatch, sedans coupes?"
761,"February 12, 2004  4:27PM",chrisboth,madza 3 big bmw 3 40 entry lux sports sedan 24k. think constoyotaency classes confused.
762,"February 12, 2004  4:37PM",blueguydotcom,"1 series supposed offer sedan, coupe convertible eventually.and nissan better make pontiac5 convertible. car sexy must topless."
763,"February 12, 2004  4:57PM",mariner7,"do, it's called z roadster. sure there's enough volume two competing models.i read nissan enthusiast forum infiniti dealers want product compete mb sl lexus sc, way market! also want smaller suv compete x3."
764,"February 12, 2004  5:21PM",chrisboth,nissan x-3 price size - hope dont rebadge infiniti labels.nissanion mazda 3 platformed s-40 entry luz sedan mazda 6?
765,"February 12, 2004  5:24PM",qbrozen,nothing mazda considered interiorlook like nissan nissan vs. infinity pontiac5. one considered luxo not.
766,"February 12, 2004  6:01PM",95gt,"already, called fx 35/45. based platform."
767,"February 12, 2004  6:11PM",chrisboth,wrong fx 35/45 based z platform (fm) nissan based underwhelming nissan platform.
768,"February 12, 2004  7:03PM",riez,gm platforms saab 9-3 related to? couldn't remember new chevrolet new chevrolet. platform sharing gotten hand!
769,"February 12, 2004  8:42PM",chrisboth,chevrolet...embarassing saabys say least. fm 350z platfrom sold manufacturers thier cars actually worth money.
770,"February 12, 2004 10:23PM",blueguydotcom,"do, it's called z roadster. sure there's enough volume two competing models.that's ludicrous. pontiac5 rapontiacp would compete bmwc. 350 roadster doesn't really compete buyers bmwc. 350z performance performance wind. pontiac5 would go hearts wallets people want interior performance."
771,"February 12, 2004 11:04PM",chrisboth,g coupe would look great topless - maybe alot like z tho. sedan would look like canoe top tho. audi bmw make hard compete convertible niche market sedans. many 3 sales convertible % 3 sales? it's gotta hard make money...
772,"February 13, 2004 12:02AM",buddhabman,"""saabys"" aren't phased. embrace chevrolet, many us live there. ;-d. another platform sharer. quotes www.carkeys.co.uk road testsubaru subaru 3.0rn longer outcastby ross finlay (10 nov 03)in previous years, subaru's suggestion latest subaru it's targeting ""leading prestige european marques"" would seemed like pr spin cloud cuckoo land. since 2004 model range offers smoothed-out exterior styling, greatly improved interior presentation, powerful top-of-the-range power even precise handling, you'd better believe it.subaru may class field comes premium badge recognition, lighter-acceleration 2004 model, goes sale month, sits even four-square road thanks wider track, modified handling lowered powertrain.together revisions handling brakes, lower front rear roll centres, advantage four-wheel drive, means top-rated 3.0r feels similarly priced european saloons estates beaten hands-down handling.i can't think immediate competitors prices mid-20,000 30,000 range could match poise traction winding hilly roads.the three-litre subaru best-balanced car class. driven briskly, it's stable precise corners, there's need throw rather hold line. open road, anybody feels vdc cutting - unless emergency attempt miss tractor - ought blush ham-handed.as toyotad before, driven subaru know don't worry keeping audi's, bmw's, pontiac5's tl's twtoyotaies. 3.0r might getting 6spd mt sti hondaing subdriven.com"
773,"February 13, 2004  4:20PM",blueguydotcom,"audi bmw make hard compete convertible niche market sedans. many 3 sales convertible % 3 sales? it's gotta hard make money... audi? rofl. audi's audi cab joke. it's straight sports sedan/coupe. bmw player entry level sports coupe convertible market. everything underpowered 325cic monsterous bmw convertible, market themselves.i'll hondad infiniti doesn't show g convertible 2005 my. it's brainer given way g sells vis vis 3. btw, you've seen arttoyota conceptions pontiac5 convertible, looks nothing like canoe (see impotent toyota convertible that)."
774,"February 13, 2004  4:55PM",speedracer3,"audi? rofl. audi's audi cab joke. it's straight sports sedan/coupethe audi cab beautiful car, chrysler, think wanted something sporty audi, i'd look something called tt"
775,"February 13, 2004  5:39PM",chrisboth,audi probably cross shopped 3cic buyers really prob lux conscience performance conscience. super sprty sedan coupe compromised top gone oxy moron factor suggests buyers aren't performance first place. want scoot around quickly style rigitidy a-4 work pretty well i'd think.what a-4 cahonda sales?
776,"February 13, 2004  6:46PM",blueguydotcom,"audi cab beautiful car, chrysler, think wanted something sporty audi, i'd look something called tt you'd end 2 seat car. that's competition bmwc dough it's nearly nice car. super sprty sedan coupe compromised top gone compromise slight powerering solid. we're talking marginal acceleration penalty powerers designed convertible start, chassis flex much difference. 10-20 years ago wasn't true. today many sports cars made ground convertibles - z8, dodge, etc.there oxy moron factor suggests buyers aren't performance first place. want scoot around quickly style rigitidy a-4 work pretty well i'd think.have seen times bloated cow? it's 4k lbs beast underwhelming power.nobody seriously challenging bmw's dominance 4 place entry lux handling convertibles. know buyers gratoyotaing pontiac5 coupes sedans. convertible next sensible step infiniti's nissan steal bmw's thunder. weird, i'm bmw owner guys seem think it's bad idea infiniti offer handling convertible 4 place sports coupe."
777,"February 13, 2004  7:00PM",speedracer3,"btw...i would hardly call upcoming s4 cahonda joke, it's probably bmw territory.http://www.edmunds.com/news/autoshows/articles/100537/page021.htm- l"
778,"February 13, 2004  7:31PM",blueguydotcom,"still would call joke. even v8 pig take 6 seconds reach 60 using power. ouch. that's pretty sad car sporting 340 power.then again, slothlike pace standard s4 nothing sing about."
779,"February 13, 2004  8:26PM",speedracer3,that's kind pig i'll take anyday. hondaing edmunds s4s (cahonda sedan) get 60 5's range (c&d tested sedan 5 seconds flat)http://www.caranddriver.com/article.asp?section_id=33&article- _id=7574i hardly call pig!. bmw hits 60 5 secs acceleration advantage. who's oinking?
780,"February 13, 2004  8:28PM",qbrozen,"ya know, little company called mercedes makes 4-seat 2-door handling convertibles. i'm saying better, debated day long, like bmw company making things.and know standard s4 0-60 5 seconds flat (c&d) providing handling, right? bmw tested c&d 2/10ths quicker. oh, picked s4 bmw."
781,"February 13, 2004  8:49PM",blueguydotcom,"ya know, little company called mercedes makes 4-seat 2-door handling convertibles. i'm saying better, debated day long, like bmw company making things.what mb 4 seat handling convertible starts 50k 40k? isn't one. 'nuff toyotad there. clk entirely different class car.again, entry level lux 4 seat handling convertibles challenge bimmer. audi trying to, good them. still think infiniti would score bullseye pontiac5 convertible. opposed this? infiniti releases 40k pontiac5 spyder it's gonna serious competitor 3 series.lexus stated next gen that's coupe convertible. know it's important.and know standard s4 0-60 5 seconds flat (c&d) providing handling, right? tested i've seen mostly mid 5s s4. even 5 seconds flat rather unspectacular given power v8 power output. typical volkswagen, porky."
782,"February 13, 2004  9:07PM",chrisboth,"""still think infiniti would score bullseye pontiac5 convertible. opposed this? infiniti releases 40k pontiac5 spyder it's gonna serious competitor 3 series.""i think board hard toppers - know am. never ever buy convertible. goes every fiber.if live fla ca sure would get jeep cj-7 throw doors away...thats convertible anyway.i guess infniti sell convertibles thier lineup revamped rescources may new products developed. long look good dont flex like lebaron rapontiacp i'm it..just driveway."
783,"February 13, 2004  9:26PM",blueguydotcom,could it. i've grown convertibles bought daily commuter seriously considered snatching 99 miata could get price mod heart's content. ended going safe choice soon february rolls around begin pine sun.for next years settle dropping windows opening moonroof. borrowing families convertibles.
784,"February 13, 2004 11:45PM",speedracer3,"it's porky, handling. handling system add acceleration causes driveline loss. regardless, s4 compares well bmw (not going slit hairs fractions seconds), even better get s4 sedan gives convenience 4 doors power sports car. would get s4 sedan bmw heartbeat. better yet, give rs4 would chew bmw spit out."
785,"February 14, 2004 12:14AM",riez,"noticed latest issue autoweek (2/16/04) small news ""flash"" article titled ""drop-top toyota"". toyota convertible comes march. ""designed ground convertible"". fwd 225power 3.3l v6 5-acceleration power.toyota must see price 2-door convertible market. bad power power. maybe is300 convertible???"
786,"February 14, 2004  2:18AM",jrock65,"lexus stated coupe, convertible, handling vhondant next model is300. let's see follow through."
787,"February 14, 2004  1:52PM",riez,"jrock65... don't believe everything read. doubts lexus actually quality is300 convertible. rather small niche market begin let alone try recover development prices. interesting see toyota convertible sells well. does, maybe lexus create is300 convertible. lexus hasn't much luck selling convertibles/roadsters. neither infiniti (anyone remember bmw0 convertible?). don't think acura even tried.the majority sales still sedans segment."
788,"February 16, 2004  5:31AM",blueguydotcom,"majority sales still sedans segment. true bmw's got much market chevroletly they're selling sedans. they've got diverse 3 series line thw 1 going way.in fact read recently plan 200 power + version 1. it's convertible 40k, good feeling replace little thick 3 series.btw, someone toyotad they'd take s4 vhondant. own. i'll never another volkswagen. actually hope company goes business."
789,"February 16, 2004  7:48AM",merc1,"""i'll never another volkswagen. actually hope company goes business. ""ouch!"
790,"February 16, 2004  1:39PM",qbrozen,"mb 4 seat handling convertible starts 50k 40k?sorry. misunderstood didn't realize requirements ""handling 4-seat near-luxo $40k"". but, you're right, want ""luxo"" car vinyl seats less 200 power, find convertible bmw sticker hair $40k.as tested i've seen mostly mid 5s s4. even 5 seconds flat rather unspectacular given power v8 power output. typical volkswagen, porky.in comparison test, c&d could get bmw 60 acceleration 2-tenths second quicker s4. personally, i'd make sacrifice save $1500, get 2 doors, add handling.oh, c&d also say""you must work six-acceleration stay ahead, however, shown top-gear 30-to-50 50-to-70 bursts, larger-displacement audi significant advantage.""and""of trio, s4 class itself, scoring full 10 points handling rating, two bmw three c32.""not bad ""porky"" car."
791,"February 16, 2004  2:52PM",speedracer3,"sense lot bitterness towards volkswagen/audi. bad experience doesn't mean bad cars. lot problems bmw, don't think bad cars."
792,"February 16, 2004  5:50PM",buddhabman,"0-60 derigueur standard performance, really stat need know car performs traffic. many people drop clutch 35-40k + cars. yea know somme knuckle heads boards normal drivers. ;-)i think acceleration bursts roll-on power stats telling. 30-50 acceleration, 50-70 acceleration bursts, 60-130 roll-on power gonna tell alot car."
793,"February 17, 2004  2:46AM",chrisboth,"anyone want show comparable 50-70 60-130 stats favorite class? someone must database stats one tester.and definitive mag racer stats sure, imo. would predict tl would win 0-60 .2-.4 secs get walked 5 seconds 60-130..."
794,"February 17, 2004  3:53AM",fedlawman,"latest car driver ""$35,000 comparison test"" fits bill nicely.here stats order; 0-60, 1/4 mile, 5-60, top gear 30-50, top gear 50-70tl - 5.8, 14.5, 6.5, 11.4, 11.1audi (3l) - 7.5, 15.8, 7.5, 10.1, 9.2325i - 7.0, 15.4, 8.0, 8.7, 9.1pontiac5 - 6.3, 14.6, 7.0, 9.3, 8.8is300 - 7.3, 15.5, 7.8, 8.6, 8.39-3 arc - 7.2, 15.4, 7.8, 15.3, 9.5and good measure (because care)...also c&d:acura - 7.2, 15.6, 7.7, 10.2, 9.7i think 5-60 ""street start"" good test eliminates different tire traction launch techntoyotaues equation.i think 1/4 mile good test mitigates different gear ratios dtoyotaort 0-60 test (the acura needs 3rd gear reach 60 acceleration), lets power tq come play.i don't like ""top gear"" tests 5-acceleration cars 1.00 ratio 6-acceleration cars much taller ratio (the saab .62 6th gear, .75 5th).overall though, guess it's good picture strengths weaknesses car."
795,"February 17, 2004  4:13AM",blueguydotcom,"sense lot bitterness towards volkswagen/audi. bad experience doesn't mean bad cars. lot problems bmw, don't think bad cars. needn't carry burden alone. stats speak loudly quality volkswagen/audi products. fed, nice post. although nissanion usefulness tests top gear 50-70. sort person performance car would want something like that? honestly, i'm 50, i'm going anything higher 4th likely 3rd. you've got six acceleration power pontiac5 tl it's chevroletly like row gears.i think test shows 50-70 30-50 (isn't second gear?) optimum gear would tell us cars. owners quickly figure squeeze fun powers. can't even imagine touching 6th gear car 80 acceleration it's i'm going go cruise basically sleep..."
796,"February 17, 2004  1:26PM",riez,"fedlawman... wrote, ""i don't like ""top gear"" tests 5-acceleration cars 1.00 ratio 6-acceleration cars much taller ratio (the saab .62 6th gear, .75 5th).""most 5-acceleration powers also overdrive. is300 overdrive. is300's overdrive isn't deep (believe around .85). exceptions. bmw tends use non-overdrive 5th gear close ratio boxes, also used overdrive wide ratio boxes.you also factor differential's final drive ratio. higher number quicker acceleration (but lower top acceleration). wonders power power multiplication!the price ""top gear"" data regard showing whether you'll downshift order pass. cars real deep overdrives (say .70 lower numerically) normally downshift 5th even 4th.""top gear"" test also somewhat indicative much power power produces power band.you might also compare c&d's observed epa toyotated price economy numbers. holding factors constant, cars deepest overdrives (normally) get best price economy turn lowest power revs high accelerations relaxed high acceleration cruising.the former acura tl type-s great example. believe used 4.11 final drive .47 5th gear overdrive. great initial acceleration great price economy."
797,"February 17, 2004  1:53PM",chrisboth,acura runs better saab. i'd rather is300 looks better top gear stats it's 5 acceleration believe.
798,"February 17, 2004  2:35PM",fedlawman,"c&d published gear final drive ratios too...(1st, 2nd, 3rd, 4th, 5th, 6th, final)tl - 3.93, 2.48, 1.70, 1.25, 0.98, 0.77, 3.29audi - 3.50, 1.89, 1.32, 1.03, 0.86, 0.73, 4.11325 - 4.23, 2.52, 1.66, 1.22, 1.00, n/a, 3.15pontiac5 - 3.79, 2.32, 1.62, 1.27, 1.00, 0.79, 3.54is - 3.57, 2.06, 1.38, 1.00, 0.85, n/a, 3.739-3 - 3.77, 2.04, 1.32, 0.95, 0.75, 0.62, 3.91acura - 3.27, 1.88, 1.36, 1.03, 0.83, 0.66, 4.76 (from acura brochure)without 6th gear, ""30-50"" ""50-70"" numbers sub-3.0l cars would within couple 1/10ths (hence similar 1/4 mile times)."
799,"February 17, 2004  4:02PM",blueguydotcom,"price ""top gear"" data regard showing whether you'll downshift order pass. need to? need? don't want take 7 even 5 seconds go 50 70. want change gears. want use power car. bought six acceleration power reason - exploit power car.if i'm stuck behind tool 50 look forward dropping third rocketing guy. there's nothing troublesome that's bought car much power power.the cars real deep overdrives (say .70 lower numerically) normally downshift 5th even 4th.i'll take third thanks. pull almost 100 3rd 60 car rockets.""top gear"" test also somewhat indicative much power power produces power band.at 50 acceleration 6th i'd handling somewhere near 2k acceleration. drives car sporting 7k redline power there?"
800,"February 17, 2004  4:04PM",blueguydotcom,acura runs better saab. i'd rather is300 looks better top gear stats it's 5 acceleration believe. that's part reason test bogus. i've driven cars acura's 6 acceleration like butter. moving 3rd 6th pleasure allows driver exploit acura's spritely little 4. superb power tranny.
801,"February 17, 2004  4:29PM",chrisboth,"acura better deal tl sure! younger, smaller traffic. one 1993 would jumped it. although much luck acura/honda cars tranny's way demanding little motors aninterior beat tar them, get sense acura would task little acura capability fun factor."
802,"February 17, 2004  7:57PM",riez,"blueguydotcom... european thing. bmw, mbs, etc. often used close-ratio (non-overdrive) 4th 5th gears ensure adequate response gears. don't mind downshifting pass. i'd rather better highway price economy.but admit nice driving '04 is300 power 5th gear come upon slower car. immediately pass without shift. former '98 540i6 (believe .82 6th overdrive)."
803,"February 17, 2004  8:03PM",chrisboth,"issues passing doof going 40 70 top gear g, like blueguy thinks funner downshifting 3rd. philosophy hammer motor - one thing prob last longest fun too. pass get another gear - not. hard time enjoying acceleration baby's got. reason downshift cant help - addicted feeling thrust."
804,"February 17, 2004  8:23PM",blueguydotcom,"amen. yeah, press pedal quality bought performance sports sedans could get giddy jump 50-80 even 80-100 flash.someone mentioned germany gear ratios 5th. ah autobahn accelerations. i'm sure 5th 6th pull like monsters zpower. course i've never travelling 120 prove that."
805,"February 18, 2004  2:57AM",chrisboth,anyone see scathing edmunds article bmw 530i full test. 55k interior idrive underpowered unimproved bangle mobile. 545 way much cts-v takes world over. 400power dealer half mile house....51k hear...hmmmmm
806,"February 18, 2004  3:18AM",shipo,"funny thing bmw cars; i've hearing new/soon released fill blank, sure thing put hurt bmw. hmmm, far anyway, it's noise. speaking strictly myself; new bmw one ugliest cars road. note toyotad, ""one ugliest"", ""the ugliest"". perspective, cts even road, way would either them, even 1000 power price $15k.looked another way; opted e39 540i instead 530i, really fast enough, would quite happy wonderful performance driving toyotamics, regardless many folks driving cts-vs. drivers might well laughing slow 540i; however, would laughing right back folks driving hideous looking cars. so, who's right? neither both, whatever floats boat. end, seriously doubt cadillac going much bmw sales, besides, new banglized cars; hurt rest competition combined. :-/best regards,shipo"
807,"February 18, 2004  5:50AM",blueguydotcom,545 way much cts-v takes world over. 400power dealer half mile house....51k hear...hmmmmmcts-v made whom? oh caddy. driven cts? drives like caddy. power laugh. front end plow corners would funny scary softly sprung handling. caddy..lolto own.
808,"February 18, 2004 12:49PM",qbrozen,"hondaing sources point, cts-v nothing common cts comes performance."
809,"February 18, 2004  1:14PM",chrisboth,one 10 minutes bought sedan impressed 3.2. obviously first choice. chevrolet motor handling better anything else 50k including bmw - i'm making appointment see it's worth it....lets clear buyer car moment. want see worth it. based reports whove driven v it's bad mutha. doubt steal much thunder bmw well 55k get v-8 - bmw premium worth imo weak performance.
810,"February 18, 2004  2:23PM",fedlawman,"cts-v doesn't improve cts's biggest handicap...it's fugly, inside out."
811,"February 18, 2004  3:45PM",chrisboth,subjective..its much different pontiac5 - fact looks tighter sometimes. sell like alot. toyota ugly sell like mad. maybe ugly me!
812,"February 18, 2004  3:53PM",speedracer3,think i'll pick baby instead...it's faster anything road anyway comute could finally breeze.http://cgi.ebay.com/ws/ebayisapi.dll?viewitem&item=3079057375- - &category=4672now finding parking space another story
813,"February 18, 2004  5:32PM",speedracer3,"i'll wait till put harrier jump-jet ebay. take backyard cruise work around 600 acceleration land office parking lot. rush hour me. name price, i'll pay it."
814,"February 18, 2004  6:02PM",chrisboth,cts-v - work aint buyin harrier
815,"February 18, 2004 11:36PM",buddhabman,need beat traffic. http://www.geocities.com/alliedaerobiker/
816,"February 19, 2004  3:28PM",jamesspot,"f18 acceleration deck ok, catapult - yee haw! standard shot around 4-4.5 g's, max load test shots 5.5 g. nothing acceleration, never mind 18 tons, hooks fast straight line acceleration. best 2.3 second ride world...on downside, **almost** get 1 price cruise light 39,000'. sea level cruise 1/3 mile per gallon.even f1 guy impressed...from http://www.ralphfirman.com/""i thoroughly enjoyed trip pilatus pc9 trainer aircraft royal australian air force ball f18 us interiory patuxent river base, near washinpontiacn, june. """
817,"February 19, 2004  3:40PM",shipo,"...of going hop back seat interiory plane.http://www.f-16.net/library/stories/twobags.htmlneedless say, tears rolling face got part ""egressing"". ;-)best regards,shipo"
818,"February 19, 2004  4:22PM",blueguydotcom,"someone toyotad personal issue volkswagen/audi? seems that's grown include perspective current buyers...http://thecarconnection.com/insubaru.asp?article=6866&sid=173&am- p;n=156""quality problems still dogging volkswagen vehicles putting customers attracted volkswagen late 1990s, priceing volkswagen big warranty repairs marketing prices keep old customers lure new ones. last year, example, volkswagen began offering pricely lease-pull-ahead deals owners order keep defecting. europe, company offering deals like free air conditioning move large inventory volkswagens, similar measures anticipated north america. volkswagen stock initially rose 2.7 percent wednesday, gave ground closed 39.33 euros ($50.49) less one percent frankfurt. shares 11 percent since early january. volkswagen offering discounted finance rates leases north america, stayed away big rebates. models rebates $500. facing pressure dealers generous discounts move aging models like new volkswagen (five years old), volkswagen volkswagen (six years old), volkswagen (five years old). volkswagen's discounts line japanese european imports u.s. automakers. doesn't premium image european mates, high-quality image asian rivals."""
819,"February 19, 2004  4:24PM",mariner7,"there's article business week infiniti. say bmw enviable reputation style, performance & youthful vitality. susan jacobs, well known auto analyst, says premium brands, infiniti best position match bmw reputation."
820,"February 19, 2004  4:33PM",chrisboth,"lexus - ?? may exceed customer service plus quality standpoint...notwithstanding actual lexus toyotamics, right since day 1. else command premium like that! infiniti alot going upgraded g's gtr's m45's coming...meanwhile 5 series got worse prices more...that repuation last long...mercedes found out!"
821,"February 19, 2004  4:38PM",mariner7,"toyotad bmw's rep rests style, performance, ability attract young buyers. pardon me, don't think lexus well known things."
822,"February 19, 2004  4:47PM",shipo,"...notwithstanding actual lexus toyotamics, right since day 1.other is300, cannot think single lexus model isn't, ummm, well, un-toyotamic. oh, wait! liked giorgetto giugiaro/italdesign studio incarnation 1993-1997 gs300 well.best regards,shipo"
823,"February 19, 2004  5:48PM",speedracer3,"blue,nobody toyotad volkswagen doesn't quality issues. do, don't think product bad making be. volkswagen older product line discounting cars, taken cleaners american japanese manufacturers. mazdar volkswagen/audi products way owned one (i hang volkswagenvortex lot). chose audi better made reliable volkswagen counterparts. far i've terrific ownership experience audi. sorry hear bad experience."
824,"February 19, 2004  6:34PM",chrisboth,"""i toyotad bmw's rep rests style, performance, ability attract young buyers. pardon me, don't think lexus well known things. ""differnt prices co agree. new gs new change well cool prices chrysler470 trucks youger blingers want. style subjective. sell em without discount ugly aspect isn't objectively speaking...and performance change fact co's put price front drives gas rear drives car outperfrom everyone. i'm convinced infiniti gotten lexus credibility yet - found young buyers niche 2 years ago...those weren't young people q's i's saw last decade..maybe g20 young people went right nissan saved 15k!"
